id,key,value,type
29975722,highway,crossing,regular
30139083,crossing,traffic_signals,regular
30139083,highway,traffic_signals,regular
30139093,created_by,JOSM,regular
30139094,created_by,JOSM,regular
30139137,highway,motorway_junction,regular
30139233,highway,motorway_junction,regular
30139233,noref,yes,regular
30139312,highway,traffic_signals,regular
30139314,highway,traffic_signals,regular
30139392,highway,motorway_junction,regular
30139392,noref,yes,regular
30139395,highway,motorway_junction,regular
30139406,highway,motorway_junction,regular
30139406,ref,24,regular
30139411,button_operated,yes,regular
30139411,crossing,traffic_signals,regular
30139411,highway,crossing,regular
30139415,highway,traffic_signals,regular
30139415,traffic_signals,signal,regular
30139416,highway,traffic_signals,regular
30139416,traffic_signals,signal,regular
30139417,highway,stop,regular
30139504,created_by,JOSM,regular
30139508,created_by,JOSM,regular
30139509,created_by,JOSM,regular
30139510,created_by,JOSM,regular
30139511,created_by,JOSM,regular
30139512,created_by,JOSM,regular
30234950,highway,motorway_junction,regular
30234950,ref,24,regular
30234997,highway,motorway_junction,regular
30234997,ref,23B,regular
30319793,highway,motorway_junction,regular
30319793,noref,yes,regular
30320269,highway,motorway_junction,regular
30320269,noref,yes,regular
30321031,highway,motorway_junction,regular
30321031,noref,yes,regular
30321253,highway,motorway_junction,regular
30321253,noref,yes,regular
30321274,highway,motorway_junction,regular
30321274,ref,23A,regular
30552333,created_by,JOSM,regular
30552334,created_by,JOSM,regular
30552335,created_by,JOSM,regular
30552336,created_by,JOSM,regular
30552337,created_by,JOSM,regular
30552338,created_by,JOSM,regular
30552340,created_by,JOSM,regular
30552348,created_by,JOSM,regular
30552349,created_by,JOSM,regular
30552350,created_by,JOSM,regular
30552356,created_by,JOSM,regular
30552357,created_by,JOSM,regular
30552358,created_by,JOSM,regular
30552359,created_by,JOSM,regular
30552360,created_by,JOSM,regular
30552373,highway,stop,regular
30552577,highway,stop,regular
30552580,highway,turning_circle,regular
30552758,name,7-Eleven,regular
30552758,shop,convenience,regular
30552775,housenumber,20702,addr
30552775,postcode,98012,addr
30552775,street,Bothell-Everett Highway,addr
30552775,name,Lube A Lot,regular
30552775,phone,+1-425-482-6000,regular
30552775,service,oil_change,regular
30552775,shop,car_repair,regular
30757953,created_by,JOSM,regular
30758010,created_by,JOSM,regular
30758016,created_by,JOSM,regular
31031955,highway,traffic_signals,regular
31190311,highway,traffic_signals,regular
31190948,highway,motorway_junction,regular
31190948,ref,24,regular
31190954,highway,traffic_signals,regular
31190954,traffic_signals,signal,regular
31190973,highway,traffic_signals,regular
31190974,highway,traffic_signals,regular
31190976,highway,traffic_signals,regular
31191254,highway,traffic_signals,regular
31191261,highway,traffic_signals,regular
31193656,created_by,JOSM,regular
31193657,created_by,JOSM,regular
31550597,highway,stop,regular
31550598,highway,stop,regular
31550606,bus,yes,regular
31550606,stop_id,76224,gtfs
31550606,name,Beardslee Blvd & 108th Ave NE,regular
31550606,public_transport,stop_position,regular
31550606,ref,76224,regular
31550608,highway,traffic_signals,regular
31550608,source,yahoo_wms;survey,regular
50604949,highway,turning_circle,regular
50605772,highway,turning_circle,regular
50605800,highway,motorway_junction,regular
50605800,ref,26,regular
50609758,highway,turning_circle,regular
50609772,highway,turning_circle,regular
50620594,highway,turning_circle,regular
50622335,highway,turning_circle,regular
50622767,highway,turning_circle,regular
50624238,highway,turning_circle,regular
50632096,power,tower,regular
50632098,power,tower,regular
50632099,power,tower,regular
50632101,power,tower,regular
50632103,power,tower,regular
50632105,power,tower,regular
50632107,power,tower,regular
50632108,power,tower,regular
50632112,power,tower,regular
50632113,power,tower,regular
50632115,power,tower,regular
50632117,power,tower,regular
50632119,power,tower,regular
50632123,power,tower,regular
50632124,power,tower,regular
50632126,power,tower,regular
50632128,power,tower,regular
50632135,power,tower,regular
50632141,power,tower,regular
50635331,highway,turning_circle,regular
50635523,highway,traffic_signals,regular
50639987,highway,turning_circle,regular
50643872,highway,turning_circle,regular
50646540,highway,turning_circle,regular
50650019,highway,turning_circle,regular
50651899,highway,turning_circle,regular
50652538,highway,turning_circle,regular
50660586,highway,turning_circle,regular
50660592,highway,turning_circle,regular
50663161,highway,turning_circle,regular
50663171,highway,turning_circle,regular
50663889,highway,turning_circle,regular
50663895,highway,turning_circle,regular
50663926,highway,turning_circle,regular
50663941,highway,turning_circle,regular
50664339,highway,turning_circle,regular
50664347,highway,turning_circle,regular
50665144,highway,turning_circle,regular
50666254,highway,turning_circle,regular
50666254,source,yahoo_wms,regular
50666267,highway,turning_circle,regular
50666275,highway,turning_circle,regular
50669869,highway,turning_circle,regular
50669873,highway,turning_circle,regular
50670273,highway,turning_circle,regular
50670621,highway,traffic_signals,regular
50670633,highway,turning_circle,regular
50671057,highway,turning_circle,regular
50671088,highway,turning_circle,regular
50672213,highway,turning_circle,regular
50672213,source,yahoo_wms,regular
50672263,highway,turning_circle,regular
50673518,highway,turning_circle,regular
50673592,highway,turning_circle,regular
50674608,highway,traffic_signals,regular
50676610,highway,turning_circle,regular
50677220,highway,turning_circle,regular
50677228,highway,turning_circle,regular
50678334,highway,turning_circle,regular
50680706,highway,turning_circle,regular
50681328,highway,turning_circle,regular
50681356,highway,turning_circle,regular
50682709,highway,turning_circle,regular
50682714,highway,turning_circle,regular
50683220,highway,turning_circle,regular
50683511,highway,turning_circle,regular
50683511,source,yahoo_wms,regular
50683513,highway,turning_circle,regular
50683513,source,yahoo_wms,regular
50683546,highway,turning_circle,regular
50683564,highway,turning_circle,regular
50684235,highway,turning_circle,regular
50684249,highway,turning_circle,regular
50684253,highway,turning_circle,regular
50684279,highway,turning_circle,regular
50684405,highway,turning_circle,regular
50684654,highway,turning_circle,regular
50684687,highway,turning_circle,regular
50685013,highway,turning_circle,regular
50686102,highway,turning_circle,regular
50686646,highway,turning_circle,regular
50687047,highway,turning_circle,regular
50688977,highway,turning_circle,regular
50689021,highway,turning_circle,regular
50690069,highway,turning_circle,regular
50690830,highway,stop,regular
50690945,highway,turning_circle,regular
50690948,highway,turning_circle,regular
50690968,highway,turning_circle,regular
50691255,highway,turning_circle,regular
50691269,highway,turning_circle,regular
50691919,highway,turning_circle,regular
50691921,highway,turning_circle,regular
50695610,highway,turning_circle,regular
50696216,highway,turning_circle,regular
50696228,highway,turning_circle,regular
50696484,highway,traffic_signals,regular
50696489,highway,traffic_signals,regular
50696495,highway,traffic_signals,regular
50696521,highway,traffic_signals,regular
50696521,traffic_signals,signal,regular
50698847,highway,turning_circle,regular
50698850,highway,turning_circle,regular
50699110,highway,turning_circle,regular
50700097,highway,turning_circle,regular
50700350,highway,turning_circle,regular
50700408,highway,turning_circle,regular
50700763,highway,turning_circle,regular
50700818,highway,turning_circle,regular
50700825,highway,turning_circle,regular
50701506,highway,turning_circle,regular
50702251,highway,turning_circle,regular
50702774,highway,traffic_signals,regular
50702774,traffic_signals,signal,regular
50702894,highway,traffic_signals,regular
50702894,traffic_signals,signal,regular
50706989,highway,stop,regular
50708499,highway,traffic_signals,regular
50709260,highway,turning_circle,regular
50709275,highway,turning_circle,regular
50709501,highway,turning_circle,regular
50710760,crossing,traffic_signals,regular
50710760,highway,traffic_signals,regular
50711118,highway,turning_circle,regular
50711233,highway,turning_circle,regular
50711726,highway,turning_circle,regular
50711927,highway,turning_circle,regular
50711937,highway,turning_circle,regular
50712670,highway,turning_circle,regular
50719417,highway,turning_circle,regular
50719908,highway,turning_circle,regular
50720265,highway,turning_circle,regular
50720327,highway,turning_circle,regular
50720701,highway,turning_circle,regular
50721391,highway,turning_circle,regular
50721400,highway,turning_circle,regular
50721400,source,yahoo_wms,regular
50721880,highway,turning_circle,regular
50722484,highway,turning_circle,regular
50723179,highway,traffic_signals,regular
50723179,traffic_signals,signal,regular
50723238,highway,turning_circle,regular
50723244,highway,turning_circle,regular
50723346,highway,turning_circle,regular
50724847,highway,turning_circle,regular
50725133,highway,traffic_signals,regular
50725133,traffic_signals,signal,regular
50726272,highway,turning_circle,regular
50726281,highway,turning_circle,regular
